文件名,参考文本,识别结果,CER(%),错误数,总字符数,严重程度
"DF0011_0381.wav","你好米雅声音减小","你好，美呀，声音减小。",25,2,8,"中度"
"DF0011_0382.wav","你好米雅我要点餐","你好，米呀，我要点餐。",12.5,1,8,"中度"
"DF0011_0383.wav","你好米雅温度设置成三十","你好，米亚温度设置成三十。",9.09,1,11,"轻度 / 正常"
"DF0011_0384.wav","你好米雅报下时间","你好，米亚报下时间。",12.5,1,8,"中度"
"DF0011_0385.wav","你好米雅右无风感","你好，man又无风格。",62.5,5,8,"重度"
"DF0011_0386.wav","你好米雅退出程序","你好，米亚退出程序。",12.5,1,8,"中度"
"DF0011_0387.wav","你好米雅最小风量","你好，美呀，最小风量。",25,2,8,"中度"
"DF0011_0388.wav","你好米雅自然清扫","你好，meet自然清扫。",50,4,8,"重度"
"DF0011_0389.wav","你好米雅调亮一些","你好，咪呀，调亮一些。",25,2,8,"中度"
"DF0011_0390.wav","你好米雅关闭左右摇动","你好，米娅关闭所有摇动。",30,3,10,"中度"
"DF0011_0391.wav","帮","帮，",0,0,1,"轻度 / 正常"
"DF0011_0392.wav","帮","帮。",0,0,1,"轻度 / 正常"
"DF0011_0393.wav","帮","帮，",0,0,1,"轻度 / 正常"
"DF0011_0394.wav","拉开床帘","拉开窗帘。",25,1,4,"中度"
"DF0011_0395.wav","拉开床帘","拉开窗帘。",25,1,4,"中度"
"DF0011_0396.wav","拉开床帘","拉开窗帘。",25,1,4,"中度"
"DF0011_0397.wav","帮我取笑暂停","帮我取消暂停。",16.67,1,6,"中度"
"DF0011_0398.wav","帮我取笑暂停","帮我取消暂停。",16.67,1,6,"中度"
"DF0011_0399.wav","帮我取笑暂停","帮我取消暂停。",16.67,1,6,"中度"
"DF0011_0400.wav","降低","降低。",0,0,2,"轻度 / 正常"
"DF0011_0401.wav","降低","降低。",0,0,2,"轻度 / 正常"
"DF0011_0402.wav","降低","降一。",50,1,2,"重度"
"DF0011_0403.wav","上","上。",0,0,1,"轻度 / 正常"
"DF0011_0404.wav","上","Show.",400,4,1,"重度"
"DF0011_0405.wav","上","上。",0,0,1,"轻度 / 正常"
"DF0013_0001.wav","小度小度","大姑娘，我。",100,4,4,"重度"
"DF0013_0002.wav","小度小度","第2个让我。",125,5,4,"重度"
"DF0013_0003.wav","小度小度","打工打工。",100,4,4,"重度"
"DF0013_0004.wav","小度小度","雕工雕工。",100,4,4,"重度"
"DF0013_0005.wav","小度小度","钓钩钓钩。",100,4,4,"重度"
"DF0013_0006.wav","小爱同学","答案。",100,4,4,"重度"
"DF0013_0007.wav","小爱同学","答案。",100,4,4,"重度"
"DF0013_0008.wav","小爱同学","答案公布。",100,4,4,"重度"
"DF0013_0009.wav","小爱同学","偏爱菇凉。",75,3,4,"重度"
"DF0013_0010.wav","小爱同学","偏爱骨片。",75,3,4,"重度"
"DF0013_0011.wav","天猫精灵","Then my dinner.",300,12,4,"重度"
"DF0013_0012.wav","天猫精灵","天猫店人。",50,2,4,"重度"
"DF0013_0013.wav","天猫精灵","嘿嘿么一定的。",150,6,4,"重度"
"DF0013_0014.wav","天猫精灵","天猫精灵。",0,0,4,"轻度 / 正常"
"DF0013_0015.wav","天猫精灵","电脑电量。",100,4,4,"重度"
"DF0013_0016.wav","你好小布","你爱脏不？",75,3,4,"重度"
"DF0013_0017.wav","你好小布","你好，幽默。",50,2,4,"重度"
"DF0013_0018.wav","你好小布","你傲娇萌",75,3,4,"重度"
"DF0013_0019.wav","你好小布","你爱打不？",75,3,4,"重度"
"DF0013_0020.wav","你好小布","你爱打不？",75,3,4,"重度"
"DF0013_0021.wav","小艺小艺","钓鱼，钓鱼。",100,4,4,"重度"
"DF0013_0022.wav","小艺小艺","六一六一。",100,4,4,"重度"
"DF0013_0023.wav","小艺小艺","斗鱼斗鱼。",100,4,4,"重度"
"DF0013_0024.wav","小艺小艺","疗愈疗愈。",100,4,4,"重度"
"DF0013_0025.wav","小艺小艺","钓鱼钓鱼。",100,4,4,"重度"
"DF0013_0026.wav","小溪你好","太低能哦。",100,4,4,"重度"
"DF0013_0027.wav","小溪你好","减脂餐。",100,4,4,"重度"
"DF0013_0028.wav","小溪你好","奖金呢啊。",100,4,4,"重度"
"DF0013_0029.wav","小溪你好","要一定量。",100,4,4,"重度"
"DF0013_0030.wav","小溪你好","脚垫那样。",100,4,4,"重度"
"DF0013_0031.wav","Hey Siri","埃及。",100,7,7,"重度"
"DF0013_0032.wav","Hey Siri","关于节日。",100,7,7,"重度"
"DF0013_0033.wav","Hey Siri","嗯，对。",100,7,7,"重度"
"DF0013_0034.wav","Hey Siri","黑子月。",100,7,7,"重度"
"DF0013_0035.wav","Hey Siri","唉，对啊。",100,7,7,"重度"
"DF0013_0036.wav","小德小德","我爱你我爱你。",150,6,4,"重度"
"DF0013_0037.wav","小德小德","奶奶奶奶。",100,4,4,"重度"
"DF0013_0038.wav","小德小德","想爹想爹。",100,4,4,"重度"
"DF0013_0039.wav","小德小德","桃姐桃姐。",100,4,4,"重度"
"DF0013_0040.wav","小德小德","点点点点。",100,4,4,"重度"
"DF0013_0041.wav","灵犀灵犀","内地内地。",100,4,4,"重度"
"DF0013_0042.wav","灵犀灵犀","内地内地。",100,4,4,"重度"
"DF0013_0043.wav","灵犀灵犀","来电两点。",100,4,4,"重度"
"DF0013_0044.wav","灵犀灵犀","了解了解。",100,4,4,"重度"
"DF0013_0045.wav","灵犀灵犀","了解了解。",100,4,4,"重度"
"DF0013_0046.wav","小冰小冰","救命救命。",100,4,4,"重度"
"DF0013_0047.wav","小冰小冰","大妹大妹。",100,4,4,"重度"
"DF0013_0048.wav","小冰小冰","小妹小妹啊。",75,3,4,"重度"
"DF0013_0049.wav","小冰小冰","调皮调皮。",100,4,4,"重度"
"DF0013_0050.wav","小冰小冰","两杯两杯。",100,4,4,"重度"
"DF0013_0051.wav","打开空调","打开空调。",0,0,4,"轻度 / 正常"
"DF0013_0052.wav","打开空调","打开空调。",0,0,4,"轻度 / 正常"
"DF0013_0053.wav","打开空调","打开空调。",0,0,4,"轻度 / 正常"
"DF0013_0054.wav","关闭空调","乖，一定饿不着。",150,6,4,"重度"
"DF0013_0055.wav","关闭空调","快没窝了。",100,4,4,"重度"
"DF0013_0056.wav","关闭空调","关闭空调。",0,0,4,"轻度 / 正常"
"DF0013_0057.wav","开灯","可以的。",150,3,2,"重度"
"DF0013_0058.wav","开灯","该的。",100,2,2,"重度"
"DF0013_0059.wav","开灯","该的。",100,2,2,"重度"
"DF0013_0060.wav","关灯","怪的。",100,2,2,"重度"
"DF0013_0061.wav","关灯","关灯。",0,0,2,"轻度 / 正常"
"DF0013_0062.wav","关灯","怪的。",100,2,2,"重度"
"DF0013_0063.wav","拉开窗帘","阿甘快来。",100,4,4,"重度"
"DF0013_0064.wav","拉开窗帘","俺该乖了。",100,4,4,"重度"
"DF0013_0065.wav","拉开窗帘","好尴尬的。",100,4,4,"重度"
"DF0013_0066.wav","关闭窗帘","怪明怪亮。",100,4,4,"重度"
"DF0013_0067.wav","关闭窗帘","关闭光亮。",50,2,4,"重度"
"DF0013_0068.wav","关闭窗帘","怪病怪病。",100,4,4,"重度"
"DF0013_0069.wav","全部打开","专门党员。",100,4,4,"重度"
"DF0013_0070.wav","全部打开","第二步答案。",125,5,4,"重度"
"DF0013_0071.wav","全部打开","听不懂诶。",100,4,4,"重度"
"DF0013_0072.wav","全部关闭","的梦干面。",100,4,4,"重度"
"DF0013_0073.wav","全部关闭","这么完美。",100,4,4,"重度"
"DF0013_0074.wav","全部关闭","凉拌方便面。",125,5,4,"重度"
"DF0013_0075.wav","重新开始","我应该减。",100,4,4,"重度"
"DF0013_0076.wav","重新开始","锅底该减。",100,4,4,"重度"
"DF0013_0077.wav","重新开始","故事介绍",100,4,4,"重度"
"DF0013_0078.wav","播放上一首","倭瓜汤的热量。",120,6,5,"重度"
"DF0013_0079.wav","播放上一首","薄荷糖一等。",80,4,5,"重度"
"DF0013_0080.wav","播放上一首","波霸大医生。",100,5,5,"重度"
"DF0013_0081.wav","播放下一首","包瓜的热量。",100,5,5,"重度"
"DF0013_0082.wav","播放下一首","播放降央。",60,3,5,"重度"
"DF0013_0083.wav","播放下一首","播放等一等。",40,2,5,"重度"
"DF0013_0084.wav","打开蓝牙","答案呀呀呀。",125,5,4,"重度"
"DF0013_0085.wav","打开蓝牙","奶奶哎呀。",100,4,4,"重度"
"DF0013_0086.wav","打开蓝牙","大哥哎呦。",100,4,4,"重度"
"DF0013_0087.wav","替我取消暂停","给我举个例子。",83.33,5,6,"重度"
"DF0013_0088.wav","替我取消暂停","这是玩具聊天的。",116.67,7,6,"重度"
"DF0013_0089.wav","替我取消暂停","给我取消暂停。",16.67,1,6,"中度"
"DF0013_0090.wav","帮忙暂停","帮忙代聊。",50,2,4,"重度"
"DF0013_0091.wav","帮忙暂停","帮我制定。",75,3,4,"重度"
"DF0013_0092.wav","帮忙暂停","帮忙宰牛。",50,2,4,"重度"
"DF0013_0093.wav","打开后一集","带一个led.",120,6,5,"重度"
"DF0013_0094.wav","打开后一集","大人我理解。",100,5,5,"重度"
"DF0013_0095.wav","打开后一集","你等等我一遍。",100,5,5,"重度"
"DF0013_0096.wav","降低音量","掉一滴泪。",100,4,4,"重度"
"DF0013_0097.wav","降低音量","掉一滴泪。",100,4,4,"重度"
"DF0013_0098.wav","降低音量","第二题的热量。",125,5,4,"重度"
"DF0013_0099.wav","打开上一集","大概来一点。",80,4,5,"重度"
"DF0013_0100.wav","打开上一集","单位打印店。",100,5,5,"重度"
"DF0013_0101.wav","打开上一集","大约瘦一点。",80,4,5,"重度"
"DF0013_0102.wav","开启省电","埃及酒店。",100,4,4,"重度"
"DF0013_0103.wav","开启省电","高一的奶奶。",125,5,4,"重度"
"DF0013_0104.wav","开启省电","该你俩了。",100,4,4,"重度"
"DF0013_0105.wav","音量调大","一袋的辣。",100,4,4,"重度"
"DF0013_0106.wav","音量调大","热量多少？",75,3,4,"重度"
"DF0013_0107.wav","音量调大","芋儿的热量。",125,5,4,"重度"
"DF0013_0108.wav","调到下一频道","叼叼叼你别闹。",100,6,6,"重度"
"DF0013_0109.wav","调到下一频道","聊聊而已，别闹。",100,6,6,"重度"
"DF0013_0110.wav","调到下一频道","第二段电影频道。",83.33,5,6,"重度"
"DF0013_0111.wav","把温度放小到十九度","把微风关小到七点共。",66.67,6,9,"重度"
"DF0013_0112.wav","我需要把空调温度放到二十九","我既要把空调温度挂到29。",38.46,5,13,"重度"
"DF0013_0113.wav","麻烦帮我把温度提高到十八","帮帮我把温度提高到低档。",33.33,4,12,"重度"
"DF0013_0114.wav","请帮我把温度换切为二十一","请帮我把温度开低为20。",41.67,5,12,"重度"
"DF0013_0115.wav","变温温度设定负三摄氏度档","请问问古代中国古代经济头脑。",108.33,13,12,"重度"
"DF0013_0116.wav","帮我把空调温度提高到二十","帮我把空调温度提高到20。",16.67,2,12,"中度"
"DF0013_0117.wav","温度减弱为十六","微乎其微，莫名其妙。",114.29,8,7,"重度"
"DF0013_0118.wav","变温室温度调至零下十摄氏度","嗯，显微镜微距角径0.7点情况。",100,13,13,"重度"
"DF0013_0119.wav","帮我把空调温度设为二十八度","帮我把孤单为孤点为爱心打工。",69.23,9,13,"重度"
"DF0013_0120.wav","变温室温度设为负十摄氏度","阶跃星辰为国内知名的AI芯片公司。",133.33,16,12,"重度"
"DF0013_0121.wav","变温温度调至负十七度档","典韦为吾谋，了解吾滴滴咕嗒。",109.09,12,11,"重度"
"DF0013_0122.wav","温度减小为二十九","为顾天下为安的酒。",87.5,7,8,"重度"
"DF0013_0123.wav","温度增加到二十四度","美国对加拿大的进攻。",88.89,8,9,"重度"
"DF0013_0124.wav","我需要把空调温度设置为二十三","我一定要把孤岛危机鉴定为二级的。",71.43,10,14,"重度"
"DF0013_0125.wav","智能关闭","地暖关闭。",50,2,4,"重度"
"DF0013_0126.wav","变温温度设为零下十五度档","变温温度设为零下15度档。",16.67,2,12,"中度"
"DF0013_0127.wav","变温室温度调至负六摄氏度","百位千位个千千个六位第几？",91.67,11,12,"重度"
"DF0013_0128.wav","打开空调温度到二十五度","大概估计为五到二点五公。",72.73,8,11,"重度"
"DF0013_0129.wav","把空调温度设置为十七度","把空调温度设置为十七度。",0,0,11,"轻度 / 正常"
"DF0013_0130.wav","变温室温度调至负七度","显微镜为无聊电控提供。",100,10,10,"重度"
"DF0013_0131.wav","变温温度设定零下十八度","变微微固体的热量有多少大卡？",109.09,12,11,"重度"
"DF0013_0132.wav","给我把空调温度调到二十二度","给我把空调温度调大一点哦。",38.46,5,13,"重度"
"DF0013_0133.wav","我需要把温度切到二十八度","我们怎样把围固件拉紧包裹？",91.67,11,12,"重度"
"DF0013_0134.wav","火调大些","果胶的热量。",125,5,4,"重度"
"DF0013_0135.wav","把温度减小为二十四度","把伯母调到VIP监控。",90,9,10,"重度"
"DF0013_0136.wav","冷冻温度设定零下二十三摄氏度","好过美国天天每天2:00在天天过。",107.14,15,14,"重度"
"DF0013_0137.wav","冷藏温度调至四摄氏度","回答我国家的经济结构。",100,10,10,"重度"
"DF0013_0138.wav","冷冻温度设定零下二十三度档","航空母舰的雷达，按雷达孔打。",100,13,13,"重度"
"DF0013_0139.wav","空调温度放大到三十度","国家为国家打仗在建功。",100,10,10,"重度"
"DF0013_0140.wav","请你把温度切到二十一","第2万股跌到2.1。",90,9,10,"重度"
"DF0013_0141.wav","把空调温度换切为三十","把孤单外公快递没看见。",90,9,10,"重度"
"DF0013_0142.wav","请你把温度放到二十五度","天天把外公逛到2点不逛。",81.82,9,11,"重度"
"DF0013_0143.wav","不感应","不感应。",0,0,3,"轻度 / 正常"
"DF0013_0144.wav","变温室温度设为零下六摄氏度档","变微星为古典物理战斗机提供故障。",100,14,14,"重度"
"DF0013_0145.wav","变温室温度设定负十五度档","天微天微故天天天故地无故的。",108.33,13,12,"重度"
"DF0013_0146.wav","冷藏温度设为七度","而达旺布天为地公。",87.5,7,8,"重度"
"DF0013_0147.wav","当前风向状态是","打电话给我奶奶的。",114.29,8,7,"重度"
"DF0013_0148.wav","请帮我调到空调温度到十九度","请帮我找一下孤岛惊魂五章剧情。",84.62,11,13,"重度"
"DF0013_0149.wav","变温室温度设为负三度","北魏建立武丁为所在国。",90,9,10,"重度"
"DF0013_0150.wav","把空调温度调低到二十二度","把骨折稳固脚底的安定完工。",91.67,11,12,"重度"
"DF0013_0151.wav","把空调温度调高为二十度","包谷的、米谷的、高米阿的歌。",90.91,10,11,"重度"
"DF0013_0152.wav","帮我把温度切到二十七度","帮我把文本填到耳机孔。",63.64,7,11,"重度"
"DF0013_0153.wav","冷冻温度调至零下十八摄氏度档","嗯，我妹夫条件离家近，爸条件离我远。",107.14,15,14,"重度"
"DF0013_0154.wav","请你把温度调为二十四","请你把微波灯关掉。",70,7,10,"重度"
"DF0013_0155.wav","变温室温度设为四度档","变危机为无变危机为闹。",90,9,10,"重度"
"DF0013_0156.wav","冷藏变温室设为保鲜","儿童免疫力点位宝典。",100,9,9,"重度"
"DF0013_0157.wav","烦请把温度调成三十度","你快点把我骨头疼的进攻。",100,10,10,"重度"
"DF0013_0158.wav","空调温度切到二十度","古典为古典的2结构。",100,9,9,"重度"
"DF0013_0159.wav","变温温度设定负十二摄氏度","变微微不确定，估计让电竞馆。",83.33,10,12,"重度"
"DF0013_0160.wav","变温温度调至零下十五摄氏度档","帮帮帮我讲解《雷战》之母女的故事。",100,14,14,"重度"
"DF0013_0161.wav","变温室温度调至三度","北魏孝文帝时期的官。",100,9,9,"重度"
"DF0013_0162.wav","温度放小到二十六","帮我快点到安迪了。",87.5,7,8,"重度"
"DF0013_0163.wav","麻烦帮我把温度设为十六","麻烦帮我把温度调为16。",27.27,3,11,"中度"
"DF0013_0164.wav","变温温度调至负八度","变微微苦笑的古巴狗。",88.89,8,9,"重度"
"DF0013_0165.wav","把温度调大到二十三","把微波调大到2d档。",55.56,5,9,"重度"
"DF0013_0166.wav","冷藏变温室调至保鲜","嗯，早点，微信聊到某地。",100,9,9,"重度"
"DF0013_0167.wav","上下摆风","他的买过。",100,4,4,"重度"
"DF0013_0168.wav","变温室温度设定零下十五摄氏度","北魏前魏国建立，李家即墨田秦公。",100,14,14,"重度"
"DF0013_0169.wav","烦请启动空调温度到二十","快点提供，不然会孤单而立。",100,11,11,"重度"
"DF0013_0170.wav","变温室温度设定零下六度","变微筋为蝴蝶肌，哪家效果好？",100,11,11,"重度"
"DF0013_0171.wav","麻烦帮我把空调温度调整到二十四","麻烦帮我把故乡嘅故乡定在哪里谢",66.67,10,15,"重度"
"DF0013_0172.wav","调高八度","点样关闭灯光。",150,6,4,"重度"
"DF0013_0173.wav","变温室温度设定负七摄氏度档","跃问请为我点亮空气净化器。",100,13,13,"重度"
"DF0013_0174.wav","赶紧把空调温度打到二十八度","赶紧把空调温度打到208空。",30.77,4,13,"重度"
"DF0013_0175.wav","健康模式开","这个没几个。",100,5,5,"重度"
"DF0013_0176.wav","请帮我把温度切到二十七度","请帮我把微波调到1d档。",58.33,7,12,"重度"
"DF0013_0177.wav","我需要把温度切到二十七度","我只有买了一个电脑，你没给我。",100,12,12,"重度"
"DF0013_0178.wav","麻烦帮我把温度打到二十度","麻烦帮我把任务达到2000个。",66.67,8,12,"重度"
"DF0013_0179.wav","烦请把空调温度切到十六","赶紧把空调温度调到26。",45.45,5,11,"重度"
"DF0013_0180.wav","变温温度调至零下十八度","变面为鼓，将经理奖金8万。",90.91,10,11,"重度"
"DF0013_0181.wav","给我把空调温度打到二十","给我把孤单威虎胆的耳机。",72.73,8,11,"重度"
"DF0013_0182.wav","我需要开启空调温度到二十四度","我觉得应该禁锢的，免不必要的禁锢。",100,14,14,"重度"
"DF0013_0183.wav","当前设置的温度是多少","阶跃星辰怎么做股票？",100,10,10,"重度"
"DF0013_0184.wav","麻烦帮我把温度提高到二十七度","麻烦帮我把温度提高到20度。",21.43,3,14,"中度"
"DF0013_0185.wav","变温室温度调至负十二摄氏度","变y为g变y改tg.",92.31,12,13,"重度"
"DF0013_0186.wav","给我把温度换切为十六度","给我打一份快递，每天两个。",81.82,9,11,"重度"
"DF0013_0187.wav","停止扫风","弟弟打我。",100,4,4,"重度"
"DF0013_0188.wav","麻烦帮我打开空调温度到二十一","麻烦帮我打开空调，温度到21。",21.43,3,14,"中度"
"DF0013_0189.wav","停上下风","第二张海报。",125,5,4,"重度"
"DF0013_0190.wav","变温室温度设为零下九度","百位仅为古典，为内战提供。",90.91,10,11,"重度"
"DF0013_0191.wav","打开抽烟机","打开抽烟机。",0,0,5,"轻度 / 正常"
"DF0013_0192.wav","变温室温度设定负十二摄氏度档","变位点位估计为估计二点零故障。",85.71,12,14,"重度"
"DF0013_0193.wav","空调温度低一点","股票为我定一点。",71.43,5,7,"重度"
"DF0013_0194.wav","变温室温度设定零下十一摄氏度","显微镜为固体的粒状体提供。",100,14,14,"重度"
"DF0013_0195.wav","变温室温度设定四摄氏度档","跃问，请帮我写一份简单的竞写提纲。",125,15,12,"重度"
"DF0013_0196.wav","把空调温度调到二十六度","把空调温度调下零度。",36.36,4,11,"重度"
"DF0013_0197.wav","冷藏温度设为两度","北大未过一天的阳光。",112.5,9,8,"重度"
"DF0013_0198.wav","变温设定五度档","别为这些蘑菇头。",100,7,7,"重度"
"DF0013_0199.wav","变温温度设为一摄氏度","变威为古典，为一切提供。",70,7,10,"重度"
"DF0013_0200.wav","安访模式","哀广末电。",100,4,4,"重度"
"DF0013_0201.wav","关闭解冻","关闭监控。",50,2,4,"重度"
"DF0013_0202.wav","变温室温度设定负十五摄氏度档","猫咪只咪个啲啲个啲唔啲啲个啦",100,14,14,"重度"
"DF0013_0203.wav","把温度减弱为二十四度","帮我估点我未来的成功。",100,10,10,"重度"
"DF0013_0204.wav","现在设置的温度是多少","现在电信单位估计故障。",80,8,10,"重度"
"DF0013_0205.wav","给我把温度放到二十四","给我把微博关掉一点点。",70,7,10,"重度"
"DF0013_0206.wav","冷藏变温室设为冰镇","我的表妹天天玩飞车。",100,9,9,"重度"
"DF0013_0208.wav","变温室温度设为零下十度档","变威天威无上威，雷霆击轰天。",91.67,11,12,"重度"
"DF0013_0209.wav","烦请把空调温度调到二十六","你快些把空调温度调到21度。",50,6,12,"重度"
"DF0013_0210.wav","变温室温度设定零下十七度","变温定为零下四零点几度。",66.67,8,12,"重度"
"DF0013_0211.wav","给我声音再小点","给我例一再讲讲。",57.14,4,7,"重度"
"DF0013_0212.wav","打开WIFI","答案喂喂。",100,6,6,"重度"
"DF0013_0213.wav","音量太小了","热量太高了。",40,2,5,"重度"
"DF0013_0214.wav","帮我音量调大点","泡馍的热量多大呢？",85.71,6,7,"重度"
"DF0013_0215.wav","给我声音大了","该玩就一道。",100,6,6,"重度"
"DF0013_0216.wav","帮我音量调高点","帮我一奶蛋的热量。",85.71,6,7,"重度"
"DF0013_0217.wav","随便放","阶跃星辰。",133.33,4,3,"重度"
"DF0013_0218.wav","给我声音减弱一点","跟我都一点我饮料。",87.5,7,8,"重度"
"DF0013_0219.wav","音量加大点","一袋鸡蛋的热量。",140,7,5,"重度"
"DF0013_0220.wav","暂停播放","大点么啊",100,4,4,"重度"
"DF0013_0221.wav","帮我换个台","帮忙关一下灯。",100,5,5,"重度"
"DF0013_0222.wav","帮我音量减弱点","帮我接下电话掉。",71.43,5,7,"重度"
"DF0013_0223.wav","帮我换一首歌","帮我关闭掉空。",66.67,4,6,"重度"
"DF0013_0224.wav","帮我停止","帮我纠结。",50,2,4,"重度"
"DF0013_0225.wav","帮我换一个歌曲","帮我关于哥哥的。",71.43,5,7,"重度"
"DF0013_0226.wav","减弱声音","第2问怎么写？",150,6,4,"重度"
"DF0013_0227.wav","给我声音增强点","干活的一天天的。",100,7,7,"重度"
"DF0013_0228.wav","帮我关闭屏幕","帮我关闭屏幕。",0,0,6,"轻度 / 正常"
"DF0013_0229.wav","音量调高","一奶蛋糕。",100,4,4,"重度"
"DF0013_0230.wav","给我声音增大","给我对应解答。",66.67,4,6,"重度"
"DF0013_0231.wav","给我声音调大一点","给我扔一条大鱼钓。",62.5,5,8,"重度"
"DF0013_0232.wav","帮我音量调为最大","帮我计算一下，我没看到。",100,8,8,"重度"
"DF0013_0233.wav","给我声音太大了","给我登记在哪？",71.43,5,7,"重度"
"DF0013_0234.wav","帮我换歌曲","帮我概括点。",60,3,5,"重度"
"DF0013_0235.wav","暂停一会","你在对我。",100,4,4,"重度"
"DF0013_0236.wav","帮我换一曲歌","帮我翻译这个。",66.67,4,6,"重度"
"DF0013_0237.wav","帮我换个电台","帮我看看这张。",66.67,4,6,"重度"
"DF0013_0238.wav","帮我换歌","帮我换一个。",50,2,4,"重度"
"DF0013_0239.wav","给我声音调到最大","给我制定一张减肥餐。",87.5,7,8,"重度"
"DF0013_0240.wav","音量再小点","一袋的热量。",100,5,5,"重度"
"DF0013_0241.wav","音量增强","音量调低。",50,2,4,"重度"
"DF0013_0242.wav","帮我换一电台","帮我关闭电台。",33.33,2,6,"重度"
"DF0013_0243.wav","音乐帮助","玉米包子。",100,4,4,"重度"
"DF0013_0244.wav","帮我音量稍微放小一点","帮我音量到为0.16。",60,6,10,"重度"
"DF0013_0245.wav","帮我换一个电台","帮我关于跨店的。",71.43,5,7,"重度"
"DF0013_0246.wav","帮我音量高","帮我制定一个。",80,4,5,"重度"
"DF0013_0248.wav","音量调小","一男的奖。",100,4,4,"重度"
"DF0013_0249.wav","音量增加一点","一袋多大热量？",100,6,6,"重度"
"DF0013_0250.wav","给我声音稍微降低点","给我的一张美照贴条。",77.78,7,9,"重度"
"DF0013_0251.wav","音量关闭","音量关闭。",0,0,4,"轻度 / 正常"
"DF0013_0252.wav","取消暂停","绿豆蛋的。",100,4,4,"重度"
"DF0013_0253.wav","音量大点","一两蛋的。",100,4,4,"重度"
"DF0013_0254.wav","给我声音稍微小一点","给我炖一汤，讲一讲。",66.67,6,9,"重度"
"DF0013_0255.wav","帮我换首歌曲","帮我快点过年。",66.67,4,6,"重度"
"DF0013_0256.wav","帮我音量放大","帮我一量万到。",50,3,6,"重度"
"DF0013_0257.wav","给我声音稍微放小一点","给我做一套微光脚浴的。",70,7,10,"重度"
"DF0013_0259.wav","帮我换频道","帮我换频道。",0,0,5,"轻度 / 正常"
"DF0013_0261.wav","帮我音量再大点","帮我计算蛋挞的热量。",100,7,7,"重度"
"DF0013_0262.wav","降低电视机音量","一天的蛋的热量。",85.71,6,7,"重度"
"DF0013_0263.wav","音量调高点","106公斤。",100,5,5,"重度"
"DF0013_0264.wav","音量调到最小","一定量要更掉。",100,6,6,"重度"
"DF0013_0265.wav","音量增大点","一定要得到的。",120,6,5,"重度"
"DF0013_0266.wav","帮我单曲循环","帮我代写提款。",66.67,4,6,"重度"
"DF0013_0267.wav","音量增强一点","一两豆浆一两。",83.33,5,6,"重度"
"DF0013_0268.wav","音量增大一点","你奶奶答应的。",100,6,6,"重度"
"DF0013_0269.wav","给我声音稍微放大一点","给我读一段微光大义的。",60,6,10,"重度"
"DF0013_0270.wav","帮我音量稍微调小一点","帮我预料到会早到一点。",60,6,10,"重度"
"DF0013_0271.wav","给我声音小一点","跟我斗一等一的。",71.43,5,7,"重度"
"DF0013_0272.wav","音量降低","一男一女。",100,4,4,"重度"
"DF0013_0273.wav","帮我音量稍微小一点","帮我一天的会长一点。",55.56,5,9,"重度"
"DF0013_0274.wav","帮我换一曲歌曲","帮我挂一瓶可乐。",57.14,4,7,"重度"
"DF0013_0275.wav","帮我音量增大点","帮我一起来对答案呢。",100,7,7,"重度"
"DF0013_0276.wav","帮我音量放小点","帮我1200减掉。",85.71,6,7,"重度"
"DF0013_0277.wav","音量放小","一两碗掉。",100,4,4,"重度"
"DF0013_0278.wav","帮我音量减弱一点","帮我一点点，我一点。",50,4,8,"重度"
"DF0013_0279.wav","调小声音","给我讲英语。",125,5,4,"重度"
"DF0013_0282.wav","给我声音稍微减小一点","给我的胰岛微减少一点。",40,4,10,"重度"
"DF0013_0284.wav","音量大一点","一男带一女。",80,4,5,"重度"
"DF0013_0285.wav","帮我音量最小","帮我计算热量。",66.67,4,6,"重度"
"DF0013_0286.wav","帮我播放单曲","帮我播放泰剧。",33.33,2,6,"重度"
"DF0013_0287.wav","语音开启","语音采集。",50,2,4,"重度"
"DF0013_0288.wav","给我声音放小点","给我这一块调料。",71.43,5,7,"重度"
"DF0013_0289.wav","调大声音","貂蝉专业。",100,4,4,"重度"
"DF0013_0290.wav","帮我音量减弱","帮我一键点哦。",66.67,4,6,"重度"
"DF0013_0291.wav","给我声音稍微增大一点","跟我走一趟，会赚到你的。",90,9,10,"重度"
"DF0013_0292.wav","帮我换一个频道","帮我管一个文档。",42.86,3,7,"重度"
"DF0013_0293.wav","帮我音量增强一点","爆买的莲子降一两。",87.5,7,8,"重度"
"DF0013_0294.wav","帮我降低声音","帮我钓一条鱼。",66.67,4,6,"重度"
"DF0013_0295.wav","给我声音减小一点","跟我斗你才可以呢。",87.5,7,8,"重度"
"DF0013_0296.wav","帮我降低音量","帮我降低音量。",0,0,6,"轻度 / 正常"
"DF0013_0297.wav","帮我关机","帮我关闭。",25,1,4,"中度"
"DF0013_0298.wav","换个歌","乖乖歌。",66.67,2,3,"重度"
"DF0013_0299.wav","帮我音量最大","冇爱佢了，亏欠到。",116.67,7,6,"重度"
"DF0013_0300.wav","给我声音放大","给我对应频道。",66.67,4,6,"重度"
"DF0013_0302.wav","给我声音调小点","给我弄一张条条。",71.43,5,7,"重度"
"DF0013_0303.wav","音量增强点","一袋对讲的。",100,5,5,"重度"
"DF0013_0304.wav","给我声音稍微增强一点","跟我斗，一定会斗赢的。",90,9,10,"重度"
"DF0013_0305.wav","音量减小点","一袋的调料。",100,5,5,"重度"
